MonsoonOP	WarehouseLocator	Quantity	SKU
d	W  -B-E -006-001-320	1	mon0000363320
d	W  -B-E -006-001-352	1	mon0000342621
d	W  -B-E -006-001-448	1	mon0000474021
d	W  -B-E -006-001-456	1	mon0000564092
d	W  -B-E -006-001-472	1	mon0000406544
d	W  -B-E -006-001-570	1	mon0000365678
d	W  -B-E -006-001-1041	1	mon0000333829
d	W  -B-E -006-001-1236	1	mon0001103934
d	W  -B-E -006-001-1244	1	mon0001103945
d	W  -B-E -006-001-1287	1	mon0001134042
d	W  -B-E -006-001-1303	1	mon0000366832
d	W  -B-E -006-001-1309	1	mon0000304512
d	W  -B-E -006-001-1414	1	mon0000392256
d	W  -B-E -006-001-1420	1	mon0001078459
d	W  -B-E -006-001-1448	1	mon0001159291
d	W  -B-E -006-001-1462	1	mon0000366752
d	W  -B-E -006-001-1463	1	mon0001159302
d	W  -B-E -006-001-1468	1	mon0001159306
d	W  -B-E -006-001-1485	1	mon0000731959
d	W  -B-E -006-001-1500	1	mon0001159330
d	W  -B-E -006-001-1513	1	mon0001012142
d	W  -B-E -006-001-1530	1	mon0001159347
d	W  -B-E -006-001-1531	1	mon0001159348
d	W  -B-E -006-001-1539	1	mon0001159352
d	W  -B-E -006-001-1557	1	mon0000313528
d	W  -B-E -006-001-1563	1	mon0001200183
d	W  -B-E -006-001-1569	1	mon0001200186
d	W  -B-E -006-001-1576	1	mon0000459077
d	W  -B-E -006-001-1584	1	mon0001131193
d	W  -B-E -006-001-1619	1	mon0001214622
d	W  -B-E -006-001-1621	1	mon0001214624
d	W  -B-E -006-001-1622	1	mon0001214625
d	W  -B-E -006-001-1623	1	mon0001214626
d	W  -B-E -006-001-1628	1	mon0001122486
d	W  -B-E -006-001-1629	1	mon0001214629
d	W  -B-E -006-001-1648	1	mon0001214633
d	W  -B-E -006-001-1658	1	mon0001214636
d	W  -B-E -007-001-335	1	mon0000704672
d	W  -B-E -007-001-683	1	mon0000463963
d	W  -B-E -007-001-684	1	mon0000307606
d	W  -B-E -007-001-874	1	mon0000899174
d	W  -B-E -007-001-1033	1	mon0000938355
d	W  -B-E -007-001-1035	1	mon0000938355
d	W  -B-E -007-001-1416	1	mon0001134137
d	W  -B-E -007-001-1420	1	mon0000347700
d	W  -B-E -007-001-1443	1	mon0001134155
d	W  -B-E -007-001-1545	1	mon0000414231
d	W  -B-E -007-001-1547	1	mon0001159657
d	W  -B-E -007-001-1573	1	mon0001056517
d	W  -B-E -007-001-1595	1	mon0001159697
d	W  -B-E -007-001-1608	1	mon0001159703
d	W  -B-E -007-001-1652	1	mon0000879195
d	W  -B-E -007-001-1686	1	mon0000829315
d	W  -B-E -007-001-1696	1	mon0000713004
d	W  -B-E -007-001-1700	1	mon0000320403
d	W  -B-E -007-001-1717	1	mon0001182984
d	W  -B-E -007-001-1736	1	mon0001189130
d	W  -B-E -007-001-1739	1	mon0001189132
d	W  -B-E -007-001-1752	1	mon0001189137
d	W  -B-E -007-001-1754	1	mon0001189139
d	W  -B-E -007-001-1755	1	mon0001178246
d	W  -B-E -007-001-1756	1	mon0001178246
d	W  -B-E -007-001-1766	1	mon0000365776
d	W  -B-E -007-001-1781	1	mon0000821966
d	W  -B-E -007-001-1782	1	mon0001229371
d	W  -B-E -007-001-1784	1	mon0001229372
d	W  -B-E -007-001-1791	1	mon0000348050
d	W  -B-E -007-001-1805	1	mon0001229385
d	W  -B-E -007-001-1806	1	mon0000833448
d	W  -B-E -007-001-1811	1	mon0001229387
d	W  -B-E -007-001-1814	1	mon0001229389
d	W  -B-E -007-001-1820	1	mon0000429445
d	W  -B-E -007-001-1821	1	mon0001229391
d	W  -B-E -007-001-1822	1	mon0001229392
d	W  -B-E -007-001-1826	1	mon0001229394
d	W  -B-E -007-001-1828	1	mon0001229396
d	W  -B-E -007-001-1830	1	mon0001152312
d	W  -B-E -007-001-1832	1	mon0000453262
d	W  -B-E -007-001-1833	1	mon0001229399
d	W  -B-E -007-001-1836	1	mon0001229402
d	W  -B-E -007-001-1837	1	mon0001229403
d	W  -B-E -007-001-1839	1	mon0001229405
d	W  -B-E -007-001-1848	1	mon0000786338
d	W  -B-E -007-001-1852	1	mon0001229414
d	W  -B-E -007-001-1857	1	mon0001229417
d	W  -B-E -007-001-1861	1	mon0001229420
d	W  -B-E -007-001-1866	1	mon0001229421
d	W  -B-E -007-001-1867	1	mon0000845453
d	W  -B-E -007-001-1878	1	mon0001229424
d	W  -B-E -007-001-1887	1	mon0001229428
d	W  -B-E -008-001-392	1	mon0000481622
d	W  -B-E -008-001-550	1	mon0000304471
d	W  -B-E -008-001-724	1	mon0000346852
d	W  -B-E -008-001-1375	1	mon0000335400
d	W  -B-E -008-001-1643	1	mon0001090656
d	W  -B-E -008-001-1649	1	mon0000377522
d	W  -B-E -008-001-1657	1	mon0001134255
d	W  -B-E -008-001-1658	1	mon0001134256
d	W  -B-E -008-001-1675	1	mon0001134272
d	W  -B-E -008-001-1681	1	mon0001134277
d	W  -B-E -008-001-1711	1	mon0001134297
d	W  -B-E -008-001-1712	1	mon0000440093
d	W  -B-E -008-001-1733	1	mon0001134312
d	W  -B-E -008-001-1758	1	mon0001159759
d	W  -B-E -008-001-1763	1	mon0001069381
d	W  -B-E -008-001-1788	1	mon0000313447
d	W  -B-E -008-001-1824	1	mon0000482359
d	W  -B-E -008-001-1829	1	mon0001084861
d	W  -B-E -008-001-1836	1	mon0001159826
d	W  -B-E -008-001-1837	1	mon0001159827
d	W  -B-E -008-001-1905	1	mon0001159866
d	W  -B-E -008-001-1921	1	mon0001188737
d	W  -B-E -008-001-1923	1	mon0000401660
d	W  -B-E -008-001-1924	1	mon0001188738
d	W  -B-E -008-001-1925	1	mon0001188739
d	W  -B-E -008-001-1926	1	mon0000429371
d	W  -B-E -008-001-1929	1	mon0001188751
d	W  -B-E -008-001-2002	1	mon0001215449
d	W  -B-E -008-001-2003	1	mon0000322569
d	W  -B-E -008-001-2007	1	mon0000503086
d	W  -B-E -008-001-2011	1	mon0000670972
d	W  -B-E -008-001-2013	1	mon0001204717
d	W  -B-E -008-001-2024	1	mon0001064443
d	W  -B-E -008-001-2031	1	mon0001215459
d	W  -B-E -008-001-2037	1	mon0001098984
d	W  -B-E -008-001-2041	1	mon0000331953
d	W  -B-E -008-001-2042	1	mon0001215468
d	W  -B-E -008-001-2044	1	mon0001215470
d	W  -B-E -008-001-2048	1	mon0001061154
d	W  -B-E -009-001-240	1	mon0000564092
d	W  -B-E -009-001-306	1	mon0000421726
d	W  -B-E -009-001-318	1	mon0000800337
d	W  -B-E -009-001-346	1	mon0000322514
d	W  -B-E -009-001-1015	1	mon0001117339
d	W  -B-E -009-001-1026	1	mon0001117349
d	W  -B-E -009-001-1028	1	mon0001117350
d	W  -B-E -009-001-1034	1	mon0001117353
d	W  -B-E -009-001-1041	1	mon0001117357
d	W  -B-E -009-001-1138	1	mon0001134382
d	W  -B-E -009-001-1212	1	mon0001159875
d	W  -B-E -009-001-1216	1	mon0001159879
d	W  -B-E -009-001-1220	1	mon0001159882
d	W  -B-E -009-001-1224	1	mon0001159885
d	W  -B-E -009-001-1229	1	mon0001159890
d	W  -B-E -009-001-1236	1	mon0001159892
d	W  -B-E -009-001-1240	1	mon0000333636
d	W  -B-E -009-001-1250	1	mon0001159896
d	W  -B-E -009-001-1255	1	mon0000796921
d	W  -B-E -009-001-1274	1	mon0001159921
d	W  -B-E -009-001-1287	1	mon0001159932
d	W  -B-E -009-001-1306	1	mon0000564092
d	W  -B-E -009-001-1334	1	mon0001159963
d	W  -B-E -009-001-1341	1	mon0001159966
d	W  -B-E -009-001-1346	1	mon0001159970
d	W  -B-E -009-001-1357	1	mon0001159978
d	W  -B-E -009-001-1378	1	mon0000349600
d	W  -B-E -009-001-1423	1	mon0001188675
d	W  -B-E -009-001-1434	1	mon0001188682
d	W  -B-E -009-001-1450	1	mon0001188693
d	W  -B-E -009-001-1456	1	mon0000342606
d	W  -B-E -009-001-1462	1	mon0000591504
d	W  -B-E -009-001-1463	1	mon0000499959
d	W  -B-E -009-001-1466	1	mon0001188696
d	W  -B-E -009-001-1474	1	mon0001188699
d	W  -B-E -009-001-1500	1	mon0001215409
d	W  -B-E -009-001-1502	1	mon0001215411
d	W  -B-E -009-001-1503	1	mon0000440087
d	W  -B-E -009-001-1504	1	mon0000390638
d	W  -B-E -009-001-1505	1	mon0001215412
d	W  -B-E -009-001-1507	1	mon0000566666
d	W  -B-E -009-001-1523	1	mon0001215421
d	W  -B-E -009-001-1527	1	mon0000604403
d	W  -B-E -009-001-1532	1	mon0001215427
d	W  -B-E -009-001-1534	1	mon0001215429
d	W  -B-E -009-001-1540	1	mon0001215434
d	W  -B-E -009-001-1541	1	mon0001215356
d	W  -B-E -009-001-1542	1	mon0001215356
d	W  -B-E -009-001-1543	1	mon0001215356
d	W  -B-E -009-001-1544	1	mon0001215356
d	W  -B-E -009-001-1548	1	mon0000527807
d	W  -B-E -009-001-1552	1	mon0001215438
d	W  -B-E -010-001-1316	1	mon0000444254
d	W  -B-E -010-001-1334	1	mon0000483481
d	W  -B-E -010-001-1524	1	mon0000840803
d	W  -B-E -010-001-1547	1	mon0000938331
d	W  -B-E -010-001-1556	1	mon0001134523
d	W  -B-E -010-001-1570	1	mon0000397020
d	W  -B-E -010-001-1578	1	mon0000597442
d	W  -B-E -010-001-1584	1	mon0000349888
d	W  -B-E -010-001-1585	1	mon0000349888
d	W  -B-E -010-001-1603	1	mon0001160033
d	W  -B-E -010-001-1607	1	mon0000485469
d	W  -B-E -010-001-1610	1	mon0001160038
d	W  -B-E -010-001-1615	1	mon0001160041
d	W  -B-E -010-001-1629	1	mon0001160049
d	W  -B-E -010-001-1633	1	mon0000819817
d	W  -B-E -010-001-1634	1	mon0001160050
d	W  -B-E -010-001-1677	1	mon0000537232
d	W  -B-E -010-001-1679	1	mon0000385828
d	W  -B-E -010-001-1685	1	mon0001160092
d	W  -B-E -010-001-1689	1	mon0001160095
d	W  -B-E -010-001-1695	1	mon0000343740
d	W  -B-E -010-001-1719	1	mon0000551864
d	W  -B-E -010-001-1728	1	mon0000370494
d	W  -B-E -010-001-1745	1	mon0001186886
d	W  -B-E -010-001-1746	1	mon0001188707
d	W  -B-E -010-001-1750	1	mon0000822599
d	W  -B-E -010-001-1751	1	mon0001188710
d	W  -B-E -010-001-1761	1	mon0001188713
d	W  -B-E -010-001-1766	1	mon0001188717
d	W  -B-E -010-001-1768	1	mon0000457475
d	W  -B-E -010-001-1774	1	mon0000301456
d	W  -B-E -010-001-1783	1	mon0001188720
d	W  -B-E -010-001-1791	1	mon0001188723
d	W  -B-E -010-001-1795	1	mon0000401205
d	W  -B-E -010-001-1799	1	mon0001188726
d	W  -B-E -010-001-1802	1	mon0001188728
d	W  -B-E -010-001-1822	1	mon0001096469
d	W  -B-E -010-001-1824	1	mon0001229522
d	W  -B-E -010-001-1827	1	mon0000720973
d	W  -B-E -010-001-1838	1	mon0001229527
d	W  -B-E -010-001-1849	1	mon0001229530
d	W  -B-E -010-001-1850	1	mon0001229531
d	W  -B-E -010-001-1858	1	mon0001229533
d	W  -B-E -010-001-1859	1	mon0001198873
d	W  -B-E -010-001-1868	1	mon0000324382
d	W  -B-E -010-001-1875	1	mon0001024908
d	W  -B-E -011-001-353	1	mon0000349539
d	W  -B-E -011-001-1303	1	mon0001100018
d	W  -B-E -011-001-1306	1	mon0001100019
d	W  -B-E -011-001-1323	1	mon0001100030
d	W  -B-E -011-001-1342	1	mon0000474130
d	W  -B-E -011-001-1357	1	mon0000537902
d	W  -B-E -011-001-1360	1	mon0001100047
d	W  -B-E -011-001-1368	1	mon0001100052
d	W  -B-E -011-001-1381	1	mon0001100056
d	W  -B-E -011-001-1384	1	mon0001100057
d	W  -B-E -011-001-1408	1	mon0001100071
d	W  -B-E -011-001-1426	1	mon0000349888
d	W  -B-E -011-001-1427	1	mon0001113888
d	W  -B-E -011-001-1428	1	mon0001113888
d	W  -B-E -011-001-1429	1	mon0001113888
d	W  -B-E -011-001-1430	1	mon0001113888
d	W  -B-E -011-001-1431	1	mon0000665702
d	W  -B-E -011-001-1432	1	mon0001134538
d	W  -B-E -011-001-1437	1	mon0000597440
d	W  -B-E -011-001-1438	1	mon0000597440
d	W  -B-E -011-001-1439	1	mon0000597440
d	W  -B-E -011-001-1440	1	mon0000597440
d	W  -B-E -011-001-1450	1	mon0001134548
d	W  -B-E -011-001-1470	1	mon0001134561
d	W  -B-E -011-001-1481	1	mon0000365776
d	W  -B-E -011-001-1511	1	mon0000314630
d	W  -B-E -011-001-1539	1	mon0000738806
d	W  -B-E -011-001-1587	1	mon0001160114
d	W  -B-E -011-001-1593	1	mon0001160116
d	W  -B-E -011-001-1609	1	mon0001160124
d	W  -B-E -011-001-1622	1	mon0000608221
d	W  -B-E -011-001-1637	1	mon0001054082
d	W  -B-E -011-001-1656	1	mon0001077778
d	W  -B-E -011-001-1664	1	mon0001160149
d	W  -B-E -011-001-1674	1	mon0000369151
d	W  -B-E -011-001-1683	1	mon0001160154
d	W  -B-E -011-001-1692	1	mon0001160159
d	W  -B-E -011-001-1695	1	mon0001160172
d	W  -B-E -011-001-1707	1	mon0000302574
d	W  -B-E -011-001-1708	1	mon0001200218
d	W  -B-E -011-001-1715	1	mon0001200223
d	W  -B-E -011-001-1721	1	mon0001200225
d	W  -B-E -011-001-1722	1	mon0001200226
d	W  -B-E -011-001-1729	1	mon0001200230
d	W  -B-E -011-001-1742	1	mon0001200233
d	W  -B-E -011-001-1746	1	mon0001200234
d	W  -B-E -011-001-1761	1	mon0001200255
d	W  -B-E -011-001-1775	1	mon0000290319
d	W  -B-E -011-001-1776	1	mon0001229539
d	W  -B-E -011-001-1782	1	mon0000334553
d	W  -B-E -011-001-1790	1	mon0001229552
d	W  -B-E -011-001-1793	1	mon0000671864
d	W  -B-E -011-001-1794	1	mon0001229554
d	W  -B-E -011-001-1808	1	mon0001160152
d	W  -B-E -011-001-1809	1	mon0001229560
d	W  -B-E -011-001-1821	1	mon0001209587
d	W  -B-E -011-001-1828	1	mon0001229562
d	W  -B-E -011-001-1838	1	mon0001229565
d	W  -B-E -011-001-1852	1	mon0001229567
d	W  -B-E -011-001-1853	1	mon0000462289
d	W  -B-E -011-001-1854	1	mon0000333829
d	W  -B-E -011-001-1857	1	mon0001095602
d	W  -B-E -011-001-1861	1	mon0000823520
d	W  -B-E -011-001-1864	1	mon0001229569
d	W  -B-E -012-001-191	1	mon0000357308
d	W  -B-E -012-001-1475	1	mon0000348905
d	W  -B-E -012-001-1478	1	mon0001021022
d	W  -B-E -012-001-1488	1	mon0001134766
d	W  -B-E -012-001-1528	1	mon0001134786
d	W  -B-E -012-001-1549	1	mon0000461499
d	W  -B-E -012-001-1598	1	mon0000738806
d	W  -B-E -012-001-1634	1	mon0001160181
d	W  -B-E -012-001-1654	1	mon0000407767
d	W  -B-E -012-001-1680	1	mon0000404045
d	W  -B-E -012-001-1700	1	mon0000897807
d	W  -B-E -012-001-1701	1	mon0001160215
d	W  -B-E -012-001-1712	1	mon0001160221
d	W  -B-E -012-001-1729	1	mon0000352132
d	W  -B-E -012-001-1737	1	mon0000632607
d	W  -B-E -012-001-1763	1	mon0001160247
d	W  -B-E -012-001-1773	1	mon0001160255
d	W  -B-E -012-001-1779	1	mon0001160257
d	W  -B-E -012-001-1789	1	mon0001160260
d	W  -B-E -012-001-1793	1	mon0000902202
d	W  -B-E -012-001-1807	1	mon0000849739
d	W  -B-E -012-001-1810	1	mon0001189163
d	W  -B-E -012-001-1824	1	mon0000656985
d	W  -B-E -012-001-1868	1	mon0001189201
d	W  -B-E -012-001-1878	1	mon0001206745
d	W  -B-E -012-001-1883	1	mon0001206747
d	W  -B-E -012-001-1886	1	mon0001206748
d	W  -B-E -012-001-1895	1	mon0001206755
d	W  -B-F -001-001-75	1	mon0000357308
d	W  -B-F -001-001-335	1	mon0000412554
d	W  -B-F -001-001-364	1	mon0000804511
d	W  -B-F -001-001-455	1	mon0000349539
d	W  -B-F -001-001-575	1	mon0000824760
d	W  -B-F -001-001-1207	1	mon0000913518
d	W  -B-F -001-001-1252	1	mon0001026202
d	W  -B-F -001-001-1307	1	mon0001084245
d	W  -B-F -001-001-1322	1	mon0001084256
d	W  -B-F -001-001-1331	1	mon0000571863
d	W  -B-F -001-001-1511	1	mon0001134962
d	W  -B-F -001-001-1538	1	mon0001134978
d	W  -B-F -001-001-1603	1	mon0000538507
d	W  -B-F -001-001-1606	1	mon0000637671
d	W  -B-F -001-001-1612	1	mon0001109995
d	W  -B-F -001-001-1617	1	mon0000145304
d	W  -B-F -001-001-1623	1	mon0000345988
d	W  -B-F -001-001-1628	1	mon0000900829
d	W  -B-F -001-001-1647	1	mon0001160431
d	W  -B-F -001-001-1673	1	mon0000800703
d	W  -B-F -001-001-1680	1	mon0001160449
d	W  -B-F -001-001-1717	1	mon0001186619
d	W  -B-F -001-001-1726	1	mon0001186624
d	W  -B-F -001-001-1745	1	mon0000323722
d	W  -B-F -001-001-1747	1	mon0001186635
d	W  -B-F -001-001-1761	1	mon0001186642
d	W  -B-F -001-001-1762	1	mon0001186643
d	W  -B-F -001-001-1765	1	mon0000374603
d	W  -B-F -001-001-1770	1	mon0000359726
d	W  -B-F -001-001-1771	1	mon0001186647
d	W  -B-F -001-001-1803	1	mon0000528981
d	W  -B-F -001-001-1805	1	mon0001165653
d	W  -B-F -001-001-1807	1	mon0001196667
d	W  -B-F -001-001-1823	1	mon0001196673
d	W  -B-F -001-001-1834	1	mon0001196681
d	W  -B-F -001-001-1844	1	mon0001229572
d	W  -B-F -001-001-1849	1	mon0000627366
d	W  -B-F -001-001-1850	1	mon0001229575
d	W  -B-F -001-001-1851	1	mon0001160025
d	W  -B-F -001-001-1852	1	mon0001229576
d	W  -B-F -001-001-1853	1	mon0001229577
d	W  -B-F -001-001-1854	1	mon0000301986
d	W  -B-F -001-001-1860	1	mon0001229579
d	W  -B-F -001-001-1863	1	mon0001229582
d	W  -B-F -001-001-1866	1	mon0001229583
d	W  -B-F -001-001-1867	1	mon0000779191
d	W  -B-F -001-001-1868	1	mon0000571851
d	W  -B-F -001-001-1878	1	mon0001229584
d	W  -B-F -001-001-1879	1	mon0001229585
d	W  -B-F -001-001-1897	1	mon0000772812
d	W  -B-F -001-001-1901	1	mon0001229591
d	W  -B-F -001-001-1908	1	mon0000697045
d	W  -B-F -002-001-496	1	mon0000350529
d	W  -B-F -002-001-497	1	mon0000350529
d	W  -B-F -002-001-1088	1	mon0001026357
d	W  -B-F -002-001-1097	1	mon0000875244
d	W  -B-F -002-001-1104	1	mon0001093208
d	W  -B-F -002-001-1123	1	mon0001093217
d	W  -B-F -002-001-1133	1	mon0001093225
d	W  -B-F -002-001-1149	1	mon0000900733
d	W  -B-F -002-001-1171	1	mon0001007032
d	W  -B-F -002-001-1178	1	mon0000878750
d	W  -B-F -002-001-1234	1	mon0001135042
d	W  -B-F -002-001-1235	1	mon0001135043
d	W  -B-F -002-001-1252	1	mon0000307016
d	W  -B-F -002-001-1264	1	mon0000447585
d	W  -B-F -002-001-1269	1	mon0001135061
d	W  -B-F -002-001-1272	1	mon0001135064
d	W  -B-F -002-001-1294	1	mon0001135086
d	W  -B-F -002-001-1298	1	mon0001135089
d	W  -B-F -002-001-1346	1	mon0001128018
d	W  -B-F -002-001-1351	1	mon0001160481
d	W  -B-F -002-001-1366	1	mon0001160487
d	W  -B-F -002-001-1371	1	mon0001160490
d	W  -B-F -002-001-1395	1	mon0001160501
d	W  -B-F -002-001-1408	1	mon0001160512
d	W  -B-F -002-001-1411	1	mon0001160515
d	W  -B-F -002-001-1417	1	mon0000445929
d	W  -B-F -002-001-1423	1	mon0001160522
d	W  -B-F -002-001-1441	1	mon0000145304
d	W  -B-F -002-001-1454	1	mon0001160532
d	W  -B-F -002-001-1492	1	mon0001160553
d	W  -B-F -002-001-1517	1	mon0001186691
d	W  -B-F -002-001-1524	1	mon0001186696
d	W  -B-F -002-001-1525	1	mon0001186697
d	W  -B-F -002-001-1532	1	mon0001186703
d	W  -B-F -002-001-1542	1	mon0000623519
d	W  -B-F -002-001-1545	1	mon0000737915
d	W  -B-F -002-001-1554	1	mon0000456768
d	W  -B-F -002-001-1555	1	mon0000456768
d	W  -B-F -002-001-1560	1	mon0001186714
d	W  -B-F -002-001-1561	1	mon0001186715
d	W  -B-F -002-001-1568	1	mon0001186719
d	W  -B-F -002-001-1593	1	mon0001186726
d	W  -B-F -002-001-1594	1	mon0001070752
d	W  -B-F -002-001-1637	1	mon0001210213
d	W  -B-F -002-001-1638	1	mon0001117837
d	W  -B-F -002-001-1654	1	mon0001210223
d	W  -B-F -002-001-1656	1	mon0000791957
d	W  -B-F -002-001-1667	1	mon0000512473
d	W  -B-F -002-001-1681	1	mon0001210238
d	W  -B-F -002-001-1684	1	mon0001142927
d	W  -B-F -002-001-1700	1	mon0001229594
d	W  -B-F -002-001-1703	1	mon0001229597
d	W  -B-F -002-001-1706	1	mon0001229600
d	W  -B-F -002-001-1707	1	mon0001229601
d	W  -B-F -002-001-1709	1	mon0001131742
d	W  -B-F -002-001-1710	1	mon0001134818
d	W  -B-F -002-001-1714	1	mon0001229604
d	W  -B-F -002-001-1728	1	mon0000850886
d	W  -B-F -002-001-1731	1	mon0001101902
d	W  -B-F -002-001-1733	1	mon0001229610
d	W  -B-F -002-001-1735	1	mon0001229611
d	W  -B-F -002-001-1736	1	mon0001229612
d	W  -B-F -002-001-1738	1	mon0001229614
d	W  -B-F -002-001-1739	1	mon0001229615
d	W  -B-F -002-001-1740	1	mon0000344541
d	W  -B-F -002-001-1741	1	mon0001229616
d	W  -B-F -002-001-1751	1	mon0000382676
d	W  -B-F -002-001-1753	1	mon0001229620
d	W  -B-F -002-001-1754	1	mon0001229621
d	W  -B-F -002-001-1757	1	mon0001229622
d	W  -B-F -002-001-1758	1	mon0001229623
d	W  -B-F -002-001-1760	1	mon0001229625
d	W  -B-F -003-001-111	1	mon0000367700
d	W  -B-F -003-001-306	1	mon0000364233
d	W  -B-F -003-001-333	1	mon0000349539
d	W  -B-F -003-001-1230	1	mon0001135111
d	W  -B-F -003-001-1256	1	mon0001135123
d	W  -B-F -003-001-1261	1	mon0001135126
d	W  -B-F -003-001-1276	1	mon0001135135
d	W  -B-F -003-001-1287	1	mon0000517563
d	W  -B-F -003-001-1356	1	mon0000389896
d	W  -B-F -003-001-1358	1	mon0001085909
d	W  -B-F -003-001-1385	1	mon0001160578
d	W  -B-F -003-001-1405	1	mon0000335400
d	W  -B-F -003-001-1421	1	mon0001126736
d	W  -B-F -003-001-1425	1	mon0000302574
d	W  -B-F -003-001-1426	1	mon0001160603
d	W  -B-F -003-001-1429	1	mon0000304297
d	W  -B-F -003-001-1431	1	mon0001154741
d	W  -B-F -003-001-1441	1	mon0001132400
d	W  -B-F -003-001-1448	1	mon0001160613
d	W  -B-F -003-001-1469	1	mon0001160619
d	W  -B-F -003-001-1470	1	mon0001160620
d	W  -B-F -003-001-1471	1	mon0001134535
d	W  -B-F -003-001-1480	1	mon0001134535
d	W  -B-F -003-001-1481	1	mon0001160627
d	W  -B-F -003-001-1482	1	mon0001160628
d	W  -B-F -003-001-1498	1	mon0000355456
d	W  -B-F -003-001-1570	1	mon0000605725
d	W  -B-F -003-001-1571	1	mon0001196251
d	W  -B-F -003-001-1592	1	mon0000307583
d	W  -B-F -003-001-1594	1	mon0001221157
d	W  -B-F -003-001-1603	1	mon0001221174
d	W  -B-F -003-001-1619	1	mon0001221182
d	W  -B-F -003-001-1621	1	mon0001221184
d	W  -B-F -003-001-1623	1	mon0000313340
d	W  -B-F -003-001-1626	1	mon0000560938
d	W  -B-F -003-001-1633	1	mon0001221189
d	W  -B-F -003-001-1634	1	mon0001221190
d	W  -B-F -003-001-1646	1	mon0001221195
d	W  -B-F -003-001-1650	1	mon0000343943
d	W  -B-F -003-001-1652	1	mon0001040845
d	W  -B-F -003-001-1662	1	mon0001171161
d	W  -B-F -003-001-1663	1	mon0001221201
d	W  -B-F -003-001-1675	1	mon0000808299
d	W  -B-F -003-001-1676	1	mon0001221209
d	W  -B-F -003-001-1678	1	mon0001221210
d	W  -B-F -004-001-147	1	mon0000307728
d	W  -B-F -004-001-728	1	mon0000298874
d	W  -B-F -004-001-729	1	mon0000298874
d	W  -B-F -004-001-1386	1	mon0000321701
d	W  -B-F -004-001-1621	1	mon0001160270
d	W  -B-F -004-001-1623	1	mon0001160272
d	W  -B-F -004-001-1624	1	mon0001008429
d	W  -B-F -004-001-1678	1	mon0001160322
d	W  -B-F -004-001-1698	1	mon0001160329
d	W  -B-F -004-001-1707	1	mon0001160335
d	W  -B-F -004-001-1719	1	mon0001196270
d	W  -B-F -004-001-1726	1	mon0001196275
d	W  -B-F -004-001-1729	1	mon0001196278
d	W  -B-F -004-001-1732	1	mon0001168063
d	W  -B-F -004-001-1737	1	mon0001196284
d	W  -B-F -004-001-1739	1	mon0001196286
d	W  -B-F -004-001-1764	1	mon0001196312
d	W  -B-F -004-001-1767	1	mon0001196315
d	W  -B-F -004-001-1775	1	mon0000365778
d	W  -B-F -004-001-1779	1	mon0000455226
d	W  -B-F -004-001-1780	1	mon0000343555
d	W  -B-F -004-001-1787	1	mon0001196323
d	W  -B-F -004-001-1821	1	mon0001175282
d	W  -B-F -004-001-1828	1	mon0001196345
d	W  -B-F -004-001-1853	1	mon0001210267
d	W  -B-F -004-001-1873	1	mon0001210276
d	W  -B-F -004-001-1874	1	mon0001210276
d	W  -B-F -004-001-1875	1	mon0001210276
d	W  -B-F -004-001-1876	1	mon0001210276
d	W  -B-F -004-001-1877	1	mon0001210276
d	W  -B-F -004-001-1878	1	mon0001210276
d	W  -B-F -004-001-1894	1	mon0001210286
d	W  -B-F -004-001-1897	1	mon0001210287
d	W  -B-F -004-001-1901	1	mon0000349539
d	W  -B-F -004-001-1904	1	mon0001210291
d	W  -B-F -004-001-1912	1	mon0001170934
d	W  -B-F -004-001-1913	1	mon0001231409
d	W  -B-F -004-001-1914	1	mon0000320261
d	W  -B-F -004-001-1916	1	mon0001231410
d	W  -B-F -004-001-1917	1	mon0001231411
d	W  -B-F -004-001-1918	1	mon0000555913
d	W  -B-F -004-001-1920	1	mon0001231412
d	W  -B-F -004-001-1924	1	mon0001209523
d	W  -B-F -004-001-1934	1	mon0001231415
d	W  -B-F -004-001-1935	1	mon0001231416
d	W  -B-F -004-001-1936	1	mon0001231416
d	W  -B-F -004-001-1937	1	mon0001231416
d	W  -B-F -004-001-1938	1	mon0001231416
d	W  -B-F -004-001-1939	1	mon0001231416
d	W  -B-F -004-001-1945	1	mon0001212343
d	W  -B-F -004-001-1947	1	mon0000348312
d	W  -B-F -004-001-1954	1	mon0000319118
d	W  -B-F -004-001-1957	1	mon0001231421
d	W  -B-F -004-001-1959	1	mon0000543418
d	W  -B-F -005-001-1207	1	mon0000357308
d	W  -B-F -005-001-1290	1	mon0001057413
d	W  -B-F -005-001-1293	1	mon0001103877
d	W  -B-F -005-001-1313	1	mon0000563995
d	W  -B-F -005-001-1321	1	mon0001103894
d	W  -B-F -005-001-1397	1	mon0000350375
d	W  -B-F -005-001-1401	1	mon0001135384
d	W  -B-F -005-001-1430	1	mon0001135400
d	W  -B-F -005-001-1446	1	mon0001135411
d	W  -B-F -005-001-1460	1	mon0001135420
d	W  -B-F -005-001-1473	1	mon0000547059
d	W  -B-F -005-001-1476	1	mon0001135425
d	W  -B-F -005-001-1503	1	mon0001160694
d	W  -B-F -005-001-1518	1	mon0001160698
d	W  -B-F -005-001-1520	1	mon0001160699
d	W  -B-F -005-001-1522	1	mon0001160701
d	W  -B-F -005-001-1529	1	mon0001160703
d	W  -B-F -005-001-1545	1	mon0000335400
